sentence_id,sentence,concept,concept_start,concept_end,concept_start_end_list,cue,cue_start,cue_end,label
NCT02964416_inc_76_T7,American Society of Anaesthesiologists (ASA) 2 and stable ASA 3 patients,ASA,40,43,,,,,P
NCT02526823_exc_92_T7,"Patients with severe heart disease history, including ventricular tachycardia (VT), atrial fibrillation (AF), heart block, myocardial infarction (MI), congestive heart failure (CHF), coronary heart disease patients needed therapy;",heart disease,21,34,,,,,P
NCT01177891_exc_0_T1,Blood donation of more than 450ml in the previous three months.,Blood donation,0,14,,,,,P
NCT02654912_exc_0_T13,"contraindications from manufacturer for medications including currently taking haloperidol, artane, Phenergan (Promethazine), chlorpromazine, erythromycin, Azithromycin, clarithromycin, Ketoconazole, fluconazole, mefloquine (as prophylaxis), lumefantrine (in Coartem), quinine, Septrin",lumefantrine,242,254,,,,,P
NCT00989261_exc_519_T39,Patients who have had HSCT and are within 100 days of transplant and/or are still taking immunosuppressive drugs and/or have clinically significant graft-versus-host disease requiring treatment and/or have >Grade 1 persistent non hematological toxicity related to the transplant,graft-versus-host disease,148,173,,,,,P
NCT00236340_inc_0_T4,Pregnant women with abdomen discumfort and ultrasound diagnosis of polyhydramnios (AFI>25cm),ultrasound,43,53,,,,,P
NCT02499185_inc_11_T4,"High risk patients: General Surgery AKI Risk Index Class III, IV or V",General Surgery AKI Risk Index,20,50,,,,,P
NCT02965027_exc_1523_T92,"Active psychosis or psychotic disorder, severe depression (as determined per clinician prescriber judgment), severe psychiatric instability or severe situational life crisis (including evidence of being actively suicidal or homicidal).",situational life crisis,150,173,,,,,P
NCT02965027_exc_525_T39,"Acute or serious medical illness or unstable chronic medical illness (e.g., unstable angina, myocardial infarction within 6 months, congestive heart failure, clinically significant or concerning cardiac arrhythmias; preexisting hypotension [systolic blood pressure<110] or orthostatic hypotension [systolic drop >20 mm",myocardial infarction,93,114,,,,,P
NCT00989261_exc_519_T46,Patients who have had HSCT and are within 100 days of transplant and/or are still taking immunosuppressive drugs and/or have clinically significant graft-versus-host disease requiring treatment and/or have >Grade 1 persistent non hematological toxicity related to the transplant,toxicity,244,252,,,,,P
NCT03079141_exc_867_T55,"(relative) Contraindications for photodynamic treatment (pregnancy, porphyria, severely disturbed liver function).",Contraindications,11,28,,,,,P
NCT02141061_exc_3_T15,"Subject is a post-menopausal woman, defined as either; six (6) months or more (immediately prior to screening visit) without a menstrual period, or prior hysterectomy and/or oophorectomy",six (6) months or more,55,77,,,,,P
NCT02862314_exc_912_T37,patients with haemodynamic instability of septic origin or a respiratory insufficiency (defined by a ratio Pa02/Fi02 = 200 mmHg and PEP = 5 cmH2O),espiratory insufficiency,62,86,,,,,P
NCT03073603_exc_1037_T54,"History of other chronic neurological illnesses that might mimic MS with chronic or intermittent symptoms (i.e. ALS, myasthenia gravis, chronic neuropathy, etc.)",chronic neurological illnesses,17,47,,,,,P
NCT03250507_inc_0_T2,"Elective open abdominal hysterectomy with midline incision, age > 18 years, American Society of Anesthesiologist classification score (ASA classification) 1-3.",open abdominal hysterectomy,9,36,,,,,P
NCT02858180_exc_819_T40,"Severe renal impairment creatinine clearance (CrCl), i.e. < 30 mL/min.",renal impairment,7,23,,,,,P
NCT03345589_inc_52_T5,Treated with Ursodeoxycholic Acid in West China Hospital for at least 6 month and suboptimal response to Ursodeoxycholic Acid,suboptimal response,82,101,,,,,P
NCT03355469_inc_387_T32,"Reduced HDL-cholesterol (<40mg/dl in men, <50 mg/dl in women), or on medication for treating the condition",men,37,40,,,,,P
NCT03663387_exc_760_T52,"Individuals taking over the counter memory enhancing or protecting medications (e.g. ginkgo biloba, vitamins) are not excluded.",over the counter memory enhancing medications,,,"[(19, 52), (19, 30)]",,,,P
NCT01816997_exc_74_T7,"Previous diabetic history, coronary artery disease",diabetic,9,17,,,,,P
NCT03073603_exc_479_T26,Use of oral steroids for no greater than 14 days given for a non-MS condition is not exclusionary.,oral steroids,7,20,,,,,P
NCT03079141_exc_670_T40,Continuous and/or progressive visual loss > 18 months or serous detachment on OCT > 18 months;,visual loss,30,41,,,,,P
NCT01807897_inc_300_T21,"Moderate to severe central or mixed central and obstructive sleep apnea, defined as an apnea-hypopnea index (AHI) 15 events per hour, with a central AHI >5 events/hour",apnea-hypopnea index,87,107,,,,,P
NCT02961582_inc_324_T25,Lumpy or hard stools in =25% of defecations,defecations,32,43,,,,,P
NCT02788045_inc_331_T15,"Female participants of childbearing potential must have a negative serum pregnancy test (beta human chorionic gonadotropin [beta hCG]) at the Screening visit, and a negative urine pregnancy test pre-dose on Day 1",serum pregnancy test,67,87,,,,,P
NCT02431559_exc_1378_T107,"Grade 2 or higher peripheral ischemia, except for brief (< 24 hrs) episodes of ischemia managed non-surgically and without permanent deficit.",ischemia,29,37,,,,,P
NCT02664558_exc_1866_T136,"Concurrent regular use of another leukotriene pathway inhibitor, including over-the-counter medications or herbal remedies.",leukotriene pathway inhibitor,34,63,,,,,P
NCT00344318_exc_1085_T53,"History of seizures (this criterion does not apply to subjects who have had a single, uncomplicated febrile convulsion in the past) or neurological disease.",seizures,11,19,,,,,P
NCT02973035_exc_229_T16,Clinically significant pulmonary disease.,pulmonary disease,23,40,,,,,P
NCT00445029_inc_421_T5,Patients with allergic contact dermatitis to para-phenylenediamine (PPD) based on a history of PPD contact dermatitis and positive PPD patch tests.,allergic contact dermatitis,14,41,,,,,P
NCT02984475_exc_0_T1,Patients with renal impairment (serum creatinine more than twice the upper limit of normal).,renal impairment,14,30,,,,,P
NCT02570230_inc_0_T1,ASA physical status 1-3,ASA physical status,0,19,,,,,P
NCT00235170_exc_580_T25,Left main stenosis of 50% or more;,Left main stenosis,0,18,,,,,P
NCT00867958_inc_37_T3,Patient is scheduled for a non-emergency procedure.,non-emergency procedure,27,50,,,,,P
NCT03151603_inc_0_T2,Women (18-75 years) with suspected UTI,years,13,18,,,,,P
NCT00317148_exc_405_T20,Palpable fibroids or uterine prolapse: Grade 2 or 3.,Grade,39,44,,,,,P
NCT03045562_inc_78_T4,Subjects of STEMI who underwent primary PCI within the first 12 hours.,STEMI,12,17,,,,,P
NCT02557412_inc_306_T9,mg / dl or LDL-cholesterol = 150,LDL-cholesterol,11,26,,,,,P
NCT03373669_exc_443_T29,History of diarrhoea in 7 days prior to first dose of vaccine (defined as =3 unformed loose stools in 24 hours).,unformed loose stools in 24 hours,77,110,,,,,P
NCT00344318_exc_361_T16,Planned administration/ administration of a vaccine not foreseen by the study protocol during the period starting one month before each dose of vaccine(s) and ending 7 days after dose 1 and dose 2 or 1 month after dose 3.,Planned,0,7,,,,,P
NCT02961582_inc_0_T4,An average defecation frequency (DF) of <3 per week based on a 3-week defecation diary (patient-reported),3-week defecation diary,63,86,,,,,P
NCT02867618_inc_0_T1,Phase I: Patients must have histologically confirmed R/R NHL or HL (defined by WHO criteria).,histologically,28,42,,,,,P
NCT00344318_exc_361_T17,Planned administration/ administration of a vaccine not foreseen by the study protocol during the period starting one month before each dose of vaccine(s) and ending 7 days after dose 1 and dose 2 or 1 month after dose 3.,vaccine,44,51,,,,,P
NCT00718952_inc_0_T1,Subjects aged 12-65.,aged,9,13,,,,,P
NCT01491295_inc_88_T16,"Under lamivudine/adefovir treatment for more than 1 year due to previous lamivudine resistance (LAM-R), current HBV DNA is undetectable (< 20 IU/ml) during enrollment.",HBV DNA,112,119,,,,,P
NCT02961582_inc_287_T18,Straining during =25% of defecations,Straining,0,9,,,,,P
NCT02365870_exc_66_T5,Subjects with less than one year duration of Parkinson's,Parkinson's,45,56,,,,,P
NCT02003339_exc_224_T15,"Previous treatment by chemoembolization, radiofrequency less than 3 months before radioembolization",chemoembolization,22,39,,,,,P
NCT03336801_exc_234_T18,Depressed kidney function and/or AKI,kidney function,10,25,,,,,P
NCT02762851_exc_242_T12,Guillain-Barré syndrome within eight weeks of a previous influenza vaccine,Guillain-Barré syndrome,0,23,,,,,P
NCT02526823_exc_92_T9,"Patients with severe heart disease history, including ventricular tachycardia (VT), atrial fibrillation (AF), heart block, myocardial infarction (MI), congestive heart failure (CHF), coronary heart disease patients needed therapy;",ventricular tachycardia,54,77,,,,,P
NCT03234816_inc_0_T2,full term singleton pregnant women,pregnant,20,28,,,,,P
NCT03056391_inc_3_T6,Patient age ≥ 12 years,age,8,11,,,,,P
NCT02526823_exc_323_T22,"patients with severe allergic constitution, or those who are allergic to or intolerant of drug composition in chemotherapy regimens; with other malignant tumors in the past 5 years;",allergic,21,29,,,,,P
NCT02678962_exc_0_T7,"Preexisting ocular diseases or conditions other than age related cataracts, have contraindications for cataract surgery;",contraindications,81,98,,,,,P
NCT02678962_exc_121_T10,Preexisting systemic diseases or conditions that may confound the results of the study;,systemic diseases,12,29,,,,,P
NCT02457442_inc_176_T14,Body mass index > 35,Body mass index,0,15,,,,,P
NCT01884337_exc_193_T18,"Brain, spinal, ophthalmologic, or major surgery or trauma within the past 90 days other than the elective knee/hip surgery",surgery,40,47,,,,,P
NCT02431559_exc_963_T79,"History of serious ventricular arrhythmia (i.e., ventricular tachycardia or ventricular fibrillation) or cardiac arrhythmias requiring anti-arrhythmic medications, except for atrial fibrillation that is well controlled with anti-arrhythmic medication.",ventricular arrhythmia,19,41,,,,,P
NCT02678962_exc_454_T23,Systemic or ocular medications that may confound the outcome of the intervention,Systemic medications,,,"[(0, 8), (0, 11)]",,,,P
NCT02322203_exc_0_T1,"Subjects taking any lipid modification therapy, including but not limited to statins, fibrates and bile acid sequestrants.",lipid modification therapy,20,46,,,,,P
NCT01064752_exc_3_T4,Taking a tetracycline within 6 months or history of adverse reaction to minocycline or another tetracycline.,adverse reaction,52,68,,,,,P
NCT02553226_exc_240_T15,Fetal weight estimation > 4500 g (clinical or ultrasonic),Fetal weight estimation,0,23,,,,,P
NCT02531971_inc_890_T14,"Subjects have no history of the following: ongoing acute or intermittent pain, postoperative pain, respiratory compromise, acute or severe asthma, or constipation (less than 1 bowel movement every 2 days)",pain,73,77,,,,,P
NCT02973035_exc_271_T18,"Untreated hyperthyroidism, or hypothyroidism.",hyperthyroidism,10,25,,,,,P
NCT03364036_exc_665_T41,Evidence or suspect of Progressive Multifocal Leukoencephalopathy (PML) in Magnetic Resonance Imaging (MRI).,Progressive Multifocal Leukoencephalopathy (PML),23,71,,,,,P
NCT02867618_inc_502_T32,Patients with NHL other than diffuse large B cell lymphomas (DLBCL) must have received at least 2 prior therapies.,NHL,14,17,,,,,P
NCT01064752_exc_327_T26,Active opportunistic infection or active neurological disease that might confound evaluation.,opportunistic infection,7,30,,,,,P
NCT02788045_inc_76_T4,"Is healthy on the basis of physical examination, medical history, electrocardiogram (ECG), and vital signs measurement performed at screening",healthy,3,10,,,,,P
NCT03119766_exc_660_T39,"Prior diagnosis of a class IV cardiovascular disease (according to the New York Heart Association, 1964), hypothyroidism, diabetes mellitus, chronic kidney disease (С3-5), or disease of liver with portal hypertension and/or severe decompensation (Child-Pugh score > 6).",cardiovascular disease,30,52,,,,,P
NCT02224040_exc_84_T11,Inability to swallow oral medication,Inability to swallow oral medication,0,36,,,,,P
NCT01884337_exc_392_T37,Creatinine clearance <30 mL/min,Creatinine clearance,0,20,,,,,P
NCT00391690_inc_258_T16,"Patients without prostatectomy: 2 consecutive rises in PSA levels relative to a previous reference value, separated by one month.",2,32,33,,,,,P
NCT02035800_inc_30_T4,Satisfying the 1987 American College of Rheumatology (ACR) criteria for RA,RA,72,74,,,,,P
NCT02431559_exc_3105_T193,-Female subjects should refrain from breastfeeding throughout this period.,throughout this period.,51,74,,,,,P
NCT03117608_exc_46_T4,"Patients participating in previous, concurrent or not, trials (ongoing or completed within three months);",trials participating in,,,"[(55, 61), (55, 71)]",,,,P
NCT00989261_exc_1313_T56,"Radiation therapy within 4 weeks prior to, or concurrent with study",Radiation therapy,0,17,,,,,P
